"","Species","Oxygen","Gram","Motility","MedianGC","antimicrobial_susceptibility","optimal_temp","optimal_ph","pathogenicity"
"337","Anaerococcuslactolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"338","Anaerococcusmarasmi",NA,NA,NA,NA,NA,NA,NA,NA
"339","Anaerococcusmediterraneensis",NA,NA,NA,NA,NA,NA,NA,NA
"340","Anaerococcusmurdochii",NA,NA,NA,NA,NA,NA,NA,NA
"341","Anaerococcusnagyae",NA,NA,NA,NA,NA,NA,NA,NA
"342","Anaerococcusobesiensisph10","0","Gram+","0",2055,NA,NA,NA,NA
"343","AnaerococcusoctaviusNCTC9810",NA,NA,NA,NA,NA,NA,NA,NA
"344","AnaerococcusprevotiiDSM20548","Anaerobe","Gram+","Nonmotile",1913,NA,NA,NA,NA
"345","Anaerococcusprovencensis",NA,NA,NA,NA,NA,NA,NA,NA
"346","Anaerococcusrubeinfantis","","Gram+","",NA,NA,NA,NA,NA
"347","AnaerococcussenegalensisJC48","Anaerobe","Gram+","Nonmotile",1798,NA,NA,NA,NA
"348","Anaerococcustetradius","Anaerobe","Gram+","0",1945,NA,37,NA,NA
"349","Anaerococcusurinomassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"350","AnaerococcusvaginalisATCC51170","Anaerobe","Gram+","Nonmotile",1814,NA,NA,NA,NA
"351","Anaerococcusvaginimassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"352","Anaerocolumnaaminovalerica",NA,NA,NA,NA,NA,NA,NA,NA
"353","Anaerocolumnacellulosilytica",NA,NA,NA,NA,NA,NA,NA,NA
"354","Anaerocolumnachitinilytica",NA,NA,NA,NA,NA,NA,NA,NA
"355","Anaerocolumnajejuensis",NA,NA,NA,NA,NA,NA,NA,NA
"356","Anaerocolumnasedimenticola",NA,NA,NA,NA,NA,NA,NA,NA
"357","Anaerocolumnaxylanovorans",NA,NA,NA,NA,NA,NA,NA,NA
"358","Anaerofilumagile",NA,NA,NA,NA,NA,NA,NA,NA
"359","Anaerofilumpentosovorans",NA,NA,NA,NA,NA,NA,NA,NA
"360","Anaerofustisstercorihominis",NA,NA,NA,NA,NA,NA,NA,NA
"361","Anaeroglobusgeminatus",NA,NA,NA,NA,NA,NA,NA,NA
"362","Anaerohalosphaeralusitana",NA,NA,NA,NA,NA,NA,NA,NA
"363","Anaerolactibactermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"364","Anaeromassilibacillussenegalensis",NA,NA,NA,NA,NA,NA,NA,NA
"365","Anaeromicrobiumsediminis",NA,NA,NA,NA,NA,NA,NA,NA
"366","Anaeromicropilapopuleti",NA,NA,NA,NA,NA,NA,NA,NA
"367","AnaerophagathermohalophilaDSM12881",NA,NA,NA,NA,NA,NA,NA,NA
"368","Anaerophilusnitritogenes",NA,NA,NA,NA,NA,NA,NA,NA
"369","Anaeroplasmaabactoclasticum",NA,NA,NA,NA,NA,NA,NA,NA
"370","Anaeroplasmabactoclasticum","0","Gram-","0",2040,NA,NA,NA,NA
"371","Anaeroplasmavarium",NA,NA,NA,NA,NA,NA,NA,NA
"372","Anaerorhabdusfurcosa",NA,NA,NA,NA,NA,NA,NA,NA
"373","Anaerosacchariphiluspolymeriproducens",NA,NA,NA,NA,NA,NA,NA,NA
"374","Anaerosalibacterbizertensis","","Gram+","",NA,NA,NA,NA,NA
"375","Anaerosalibactermassiliensis","0","Gram+","0",3306,NA,NA,NA,NA
"376","Anaerosinusglycerini",NA,NA,NA,NA,NA,NA,NA,NA
"377","Anaerosolibactercarboniphilus",NA,NA,NA,NA,NA,NA,NA,NA
"378","Anaerosphaeramassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"379","Anaerosphaeramultitolerans",NA,NA,NA,NA,NA,NA,NA,NA
"380","Anaerosporobactermobilis",NA,NA,NA,NA,NA,NA,NA,NA
"381","Anaerosporomusasubterranea",NA,NA,NA,NA,NA,NA,NA,NA
"382","Anaerostipesbutyraticus",NA,NA,NA,NA,NA,NA,NA,NA
"383","Anaerostipescaccae","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"384","Anaerostipesfaecalis",NA,NA,NA,NA,NA,NA,NA,NA
"385","Anaerostipesfaecis",NA,NA,NA,NA,NA,NA,NA,NA
"386","Anaerostipeshadrus","Anaerobe","Gram+","0",NA,NA,NA,5.5,NA
"387","Anaerostipeshominis",NA,NA,NA,NA,NA,NA,NA,NA
"388","Anaerostipesrhamnosivorans",NA,NA,NA,NA,NA,NA,NA,NA
"389","Anaerotaeniatorta",NA,NA,NA,NA,NA,NA,NA,NA
"390","Anaerotaleaalkaliphila",NA,NA,NA,NA,NA,NA,NA,NA
"391","Anaerotignumaminivorans",NA,NA,NA,NA,NA,NA,NA,NA
"392","Anaerotignumfaecicola",NA,NA,NA,NA,NA,NA,NA,NA
"393","Anaerotignumlactatifermentans",NA,NA,NA,NA,NA,NA,NA,NA
"394","Anaerotignumneopropionicum",NA,NA,NA,NA,NA,NA,NA,NA
"395","Anaerotignumpropionicum",NA,NA,NA,NA,NA,NA,NA,NA
"396","Anaerotruncuscolihominis","Anaerobe","Gram+","Nonmotile",NA,NA,NA,8.25,NA
"397","Anaerotruncusmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"398","Anaerotruncusrubiinfantis",NA,NA,NA,NA,NA,NA,NA,NA
"399","AnaerovibriolipolyticusDSM3074",NA,NA,NA,NA,NA,NA,NA,NA
"400","Anaerovibrioslackiae",NA,NA,NA,NA,NA,NA,NA,NA
"401","Anaerovoraxodorimutans",NA,NA,NA,NA,NA,NA,NA,NA
"402","Ancrocorticiapopuli",NA,NA,NA,NA,NA,NA,NA,NA
"403","Ancylomarinalonga",NA,NA,NA,NA,NA,NA,NA,NA
"404","Ancylomarinasalipaludis",NA,NA,NA,NA,NA,NA,NA,NA
"405","Ancylomarinasubtilis",NA,NA,NA,NA,NA,NA,NA,NA
"406","Anderseniellabaltica",NA,NA,NA,NA,NA,NA,NA,NA
"407","Aneurinibacillusaneurinilyticus",NA,NA,NA,NA,NA,NA,NA,NA
"408","AneurinibacillusaneurinilyticusATCC12856","Obligate aerobe","Gram+","0",6261,NA,NA,NA,NA
"409","Angelakisellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"410","Angustibacterluteus",NA,NA,NA,NA,NA,NA,NA,NA
"411","Anoxybacillusamylolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"412","Anoxynatronumburyatiense",NA,NA,NA,NA,NA,NA,NA,NA
"413","Aquabacteriumcommune",NA,NA,NA,NA,NA,NA,NA,NA
"414","Aquabacteriumfontiphilum",NA,NA,NA,NA,NA,NA,NA,NA
"415","Aquabacteriumolei",NA,NA,NA,NA,NA,NA,NA,NA
"416","Aquabacteriumparvum",NA,NA,NA,NA,NA,NA,NA,NA
"417","Aquamicrobiumaerolatum",NA,NA,NA,NA,NA,NA,NA,NA
"418","Aquamicrobiumzhengzhouense",NA,NA,NA,NA,NA,NA,NA,NA
"419","Aquincolarivuli",NA,NA,NA,NA,NA,NA,NA,NA
"420","Aquisalibacilluselongatus",NA,NA,NA,NA,NA,NA,NA,NA
"421","Arabiibactermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"422","Arachniapropionica",NA,NA,NA,NA,NA,NA,NA,NA
"423","Arachniarubra",NA,NA,NA,NA,NA,NA,NA,NA
"424","Arcanobacteriumphocae",NA,NA,NA,NA,NA,NA,NA,NA
"425","Arcanobacteriumurinimassiliense",NA,NA,NA,NA,NA,NA,NA,NA
"426","Arcicellaaquatica",NA,NA,NA,NA,NA,NA,NA,NA
"427","Arcicellaaurantiaca",NA,NA,NA,NA,NA,NA,NA,NA
"428","Arcobacterlacus",NA,NA,NA,NA,NA,NA,NA,NA
"429","Arcobacterporcinus",NA,NA,NA,NA,NA,NA,NA,NA
"430","Arcobactervandammei",NA,NA,NA,NA,NA,NA,NA,NA
"431","Arenibacteraquaticus",NA,NA,NA,NA,NA,NA,NA,NA
"432","Arenivirgaflava",NA,NA,NA,NA,NA,NA,NA,NA
"433","Arsenophonusnasoniae",NA,NA,NA,NA,NA,NA,NA,NA
"434","Arthrobactercrusticola",NA,NA,NA,NA,NA,NA,NA,NA
"435","Arthrobacterglacialis",NA,NA,NA,NA,NA,NA,NA,NA
"436","Arthrobacterhalodurans",NA,NA,NA,NA,NA,NA,NA,NA
"437","Arthrobacterjiangjiafuii",NA,NA,NA,NA,NA,NA,NA,NA
"438","Arthrobactersilviterrae",NA,NA,NA,NA,NA,NA,NA,NA
"439","Arthrobacterwenxiniae",NA,NA,NA,NA,NA,NA,NA,NA
"440","Arthrobacterzhaoguopingii",NA,NA,NA,NA,NA,NA,NA,NA
"441","AsaccharosporairregularisDSM2635",NA,NA,NA,NA,NA,NA,NA,NA
"442","Asteroleplasmaanaerobium",NA,NA,NA,NA,NA,NA,NA,NA
"443","Asticcacaulissolisilvae",NA,NA,NA,NA,NA,NA,NA,NA
"444","Atlantibacterhermannii",NA,NA,NA,NA,NA,NA,NA,NA
"445","Atlantibactersubterranea",NA,NA,NA,NA,NA,NA,NA,NA
"446","Atlanticothrixsilvestris",NA,NA,NA,NA,NA,NA,NA,NA
"447","Atopobiumdeltae",NA,NA,NA,NA,NA,NA,NA,NA
"448","Atopobiummassiliense",NA,NA,NA,NA,NA,NA,NA,NA
"449","Atopobiumminutum",NA,NA,NA,NA,NA,NA,NA,NA
"450","Atopococcustabaci",NA,NA,NA,NA,NA,NA,NA,NA
"451","Aurantiacicellamarina",NA,NA,NA,NA,NA,NA,NA,NA
"452","Aurantimicrobiumphotophilum",NA,NA,NA,NA,NA,NA,NA,NA
"453","AureimonasaltamirensisDSM21988",NA,NA,NA,NA,NA,NA,NA,NA
"454","Aureimonasgalii",NA,NA,NA,NA,NA,NA,NA,NA
"455","Aureimonaspseudogalii",NA,NA,NA,NA,NA,NA,NA,NA
"456","Aureliellahelgolandensis",NA,NA,NA,NA,NA,NA,NA,NA
"457","Azoarcustaiwanensis",NA,NA,NA,NA,NA,NA,NA,NA
"458","Azohydromonassediminis",NA,NA,NA,NA,NA,NA,NA,NA
"459","Azospirillumbaldaniorum",NA,NA,NA,NA,NA,NA,NA,NA
"460","Azospirillumbrasilense",NA,NA,NA,NA,NA,NA,NA,NA
"461","Azospirillumcanadense",NA,NA,NA,NA,NA,NA,NA,NA
"462","Azospirillumdoebereinerae",NA,NA,NA,NA,NA,NA,NA,NA
"463","Azospirillumfermentarium",NA,NA,NA,NA,NA,NA,NA,NA
"464","Azospirillumformosense",NA,NA,NA,NA,NA,NA,NA,NA
"465","Azospirillumrugosum",NA,NA,NA,NA,NA,NA,NA,NA
"466","Bacilliculturomicamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"467","Bacillusaequororis",NA,NA,NA,NA,NA,NA,NA,NA
"468","Bacillusaerius",NA,NA,NA,NA,NA,NA,NA,NA
"469","Bacillusaustralimaris",NA,NA,NA,NA,NA,NA,NA,NA
"470","Bacillusbadius",NA,NA,NA,NA,NA,NA,NA,NA
"471","Bacilluscabrialesii",NA,NA,NA,NA,NA,NA,NA,NA
"472","Bacilluscaccae",NA,NA,NA,NA,NA,NA,NA,NA
"473","Bacilluscoahuilensism44",NA,NA,NA,NA,NA,NA,NA,NA
"474","Bacillusdafuensis",NA,NA,NA,NA,NA,NA,NA,NA
"475","Bacillusdakarensis",NA,NA,NA,NA,NA,NA,NA,NA
"476","Bacillusfonticola",NA,NA,NA,NA,NA,NA,NA,NA
"477","Bacillusglycinifermentans",NA,NA,NA,NA,NA,NA,NA,NA
"478","Bacillushaikouensis",NA,NA,NA,NA,NA,NA,NA,NA
"479","Bacillushalotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"480","Bacillushaynesii",NA,NA,NA,NA,NA,NA,NA,NA
"481","Bacilluskwashiorkori","Facultative anaerobe","Gram+","0",2669,NA,NA,NA,NA
"482","Bacilluslicheniformis","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,NA
"483","Bacillusmanliponensis",NA,NA,NA,NA,NA,NA,NA,NA
"484","Bacillusmarinisedimentorum",NA,NA,NA,NA,NA,NA,NA,NA
"485","Bacillusmassiliglaciei",NA,NA,NA,NA,NA,NA,NA,NA
"486","BacillusmassilioanorexiusAP8","Aerobe","Gram+","Motile",4558,NA,NA,NA,NA
"487","Bacillusmediterraneensis",NA,NA,NA,NA,NA,NA,NA,NA
"488","Bacillusmojavensis",NA,NA,NA,NA,NA,NA,NA,NA
"489","Bacillusndiopicus",NA,NA,NA,NA,NA,NA,NA,NA
"490","Bacillusnitratireducens",NA,NA,NA,NA,NA,NA,NA,NA
"491","Bacillusnitroreducens",NA,NA,NA,NA,NA,NA,NA,NA
"492","Bacilluspacificus",NA,NA,NA,NA,NA,NA,NA,NA
"493","Bacillusparamycoides",NA,NA,NA,NA,NA,NA,NA,NA
"494","Bacilluspiscis",NA,NA,NA,NA,NA,NA,NA,NA
"495","Bacillusproteolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"496","Bacillusrenqingensis",NA,NA,NA,NA,NA,NA,NA,NA
"497","Bacillusrhizoplanae",NA,NA,NA,NA,NA,NA,NA,NA
"498","Bacillusrugosus",NA,NA,NA,NA,NA,NA,NA,NA
"499","Bacillussalipaludis",NA,NA,NA,NA,NA,NA,NA,NA
"500","Bacillussinesaloumensis",NA,NA,NA,NA,NA,NA,NA,NA
"501","Bacillussolimangrovi",NA,NA,NA,NA,NA,NA,NA,NA
"502","Bacillussolitudinis",NA,NA,NA,NA,NA,NA,NA,NA
"503","Bacillussongklensis",NA,NA,NA,NA,NA,NA,NA,NA
"504","Bacillusstercoris",NA,NA,NA,NA,NA,NA,NA,NA
"505","Bacillussuaedae",NA,NA,NA,NA,NA,NA,NA,NA
"506","Bacillussuaedaesalsae",NA,NA,NA,NA,NA,NA,NA,NA
"507","Bacillusswezeyi",NA,NA,NA,NA,NA,NA,NA,NA
"508","Bacillustestis","","Gram+","",NA,NA,NA,NA,NA
"509","Bacillusthaonhiensis",NA,NA,NA,NA,NA,NA,NA,NA
"510","Bacillusthermozeamaize",NA,NA,NA,NA,NA,NA,NA,NA
"511","Bacillustropicus",NA,NA,NA,NA,NA,NA,NA,NA
"512","Bacillusweihaiensis",NA,NA,NA,NA,NA,NA,NA,NA
"513","Bacilluswudalianchiensis",NA,NA,NA,NA,NA,NA,NA,NA
"514","Bacillusxiamenensis",NA,NA,NA,NA,NA,NA,NA,NA
"515","Bacillusyapensis",NA,NA,NA,NA,NA,NA,NA,NA
"516","Bacilluszanthoxyli",NA,NA,NA,NA,NA,NA,NA,NA
"517","Bacilluszhangzhouensis",NA,NA,NA,NA,NA,NA,NA,NA
"518","Bacteroidesacidifaciens","Obligate anaerobe","Gram-","0",NA,NA,NA,NA,NA
"519","Bacteroidesbouchesdurhonensis",NA,NA,NA,NA,NA,NA,NA,NA
"520","Bacteroidescaccae","Obligate anaerobe","Gram-","0",NA,NA,33.5,5,2
"521","Bacteroidescaecicola",NA,NA,NA,NA,NA,NA,NA,NA
"522","Bacteroidescaecigallinarum",NA,NA,NA,NA,NA,NA,NA,NA
"523","Bacteroidescaecimuris","Obligate anaerobe","Gram-","0",4145,NA,NA,NA,NA
"524","Bacteroidescellulosilyticus","Obligate anaerobe","Gram-","0",NA,0,37,6.5,NA
"525","BacteroidescellulosilyticusDSM14838","Obligate anaerobe","Gram-","Nonmotile",5771,NA,NA,NA,NA
"526","BacteroidesclarusYIT12056","Obligate anaerobe","Gram-","0",3330,NA,NA,NA,NA
"527","Bacteroidescongonensis",NA,NA,NA,NA,NA,NA,NA,NA
"528","BacteroidescoprosuisDSM18011","Obligate anaerobe","Gram-","Nonmotile",2539,NA,NA,NA,NA
"529","Bacteroidescutis",NA,NA,NA,NA,NA,NA,NA,NA
"530","Bacteroideseggerthii",NA,NA,NA,NA,NA,NA,NA,NA
"531","Bacteroidesfaecalis",NA,NA,NA,NA,NA,NA,NA,NA
"532","BacteroidesfaecichinchillaeJCM17102",NA,NA,NA,NA,NA,NA,NA,NA
"533","BacteroidesfaecisMAJ27","Obligate anaerobe","Gram-","Nonmotile",4988,NA,NA,NA,NA
"534","Bacteroidesfinegoldii","Obligate anaerobe","Gram-","0",NA,NA,32.5,NA,NA
"535","BacteroidesfluxusYIT12057","Obligate anaerobe","Gram-","0",3984,NA,NA,NA,NA
"536","Bacteroidesfragilis","Obligate anaerobe","Gram-","0",NA,1,NA,7,2
"537","BacteroidesfragilisNCTC9343","Obligate anaerobe","Gram-","0",4403,NA,NA,NA,NA
"538","Bacteroidesgallinaceum",NA,NA,NA,NA,NA,NA,NA,NA
"539","Bacteroidesgallinarum",NA,NA,NA,NA,NA,NA,NA,NA
"540","Bacteroidesgraminisolvens",NA,NA,NA,NA,NA,NA,NA,NA
"541","Bacteroideshelcogenes",NA,NA,NA,NA,NA,NA,NA,NA
"542","Bacteroideshumanifaecis",NA,NA,NA,NA,NA,NA,NA,NA
"543","Bacteroidesihuae",NA,NA,NA,NA,NA,NA,NA,NA
"544","Bacteroidesilei",NA,NA,NA,NA,NA,NA,NA,NA
"545","Bacteroidesintestinalis","Obligate anaerobe","Gram-","Nonmotile",5345,NA,32.5,NA,NA
"546","Bacteroideskoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"547","Bacteroideskribbi",NA,NA,NA,NA,NA,NA,NA,NA
"548","Bacteroidesluhongzhouii",NA,NA,NA,NA,NA,NA,NA,NA
"549","Bacteroidesluti","Obligate anaerobe","Gram-","0",3310,NA,NA,NA,NA
"550","Bacteroidesmediterraneensis",NA,NA,NA,NA,NA,NA,NA,NA
"551","Bacteroidesndongoniae",NA,NA,NA,NA,NA,NA,NA,NA
"552","Bacteroidesneonati","Obligate anaerobe","Gram-","0",4428,NA,NA,NA,NA
"553","BacteroidesnordiiWAL11050JCM12987",NA,NA,NA,NA,NA,NA,NA,NA
"554","BacteroidesoleiciplenusYIT12058","Obligate anaerobe","Gram-","0",5604,NA,NA,NA,NA
"555","Bacteroidesovatus","Obligate anaerobe","Gram-","0",NA,NA,32.5,NA,2
"556","Bacteroidespropionicigenes",NA,NA,NA,NA,NA,NA,NA,NA
"557","Bacteroidespyogenes",NA,NA,NA,NA,NA,NA,NA,NA
"558","BacteroidesreticulotermitisJCM10512",NA,NA,NA,NA,NA,NA,NA,NA
"559","BacteroidesrodentiumJCM16496","Obligate anaerobe","Gram-","Nonmotile",4987,NA,NA,NA,NA
"560","Bacteroidessalyersiae","Obligate anaerobe","Gram-","0",NA,NA,37,NA,NA
"561","Bacteroidessedimenti",NA,NA,NA,NA,NA,NA,NA,NA
"562","BacteroidesstercorirosorisJCM17103",NA,NA,NA,NA,NA,NA,NA,NA
"563","BacteroidesstercorisATCC43183","Obligate anaerobe","Gram-","Nonmotile",3846,NA,NA,NA,NA
"564","Bacteroidesthetaiotaomicron","Obligate anaerobe","Gram-","0",NA,NA,32.5,NA,2
"565","BacteroidestimonensisAP1","Obligate anaerobe","Gram-","Nonmotile",5785,NA,NA,NA,NA
"566","Bacteroidestogonis",NA,NA,NA,NA,NA,NA,NA,NA
"567","Bacteroidesuniformis","Obligate anaerobe","Gram-","0",NA,NA,NA,NA,2
"568","BacteroidesxylanisolvensXB1A","Obligate anaerobe","Gram-","0",4466,NA,NA,NA,NA
"569","Bacteroideszhangwenhongii",NA,NA,NA,NA,NA,NA,NA,NA
"570","Bacteroideszoogleoformans",NA,NA,NA,NA,NA,NA,NA,NA
"571","Baileyellaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"572","Bariatricusmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"573","Barnesiellaintestinihominis","Anaerobe","Gram-","0",NA,NA,32.5,NA,NA
"574","BarnesiellaintestinihominisYIT11860","Anaerobe","Gram-","Nonmotile",2880,NA,NA,NA,NA
"575","Barnesiellaviscericola",NA,NA,NA,NA,NA,NA,NA,NA
"576","Bartonellaancashensis",NA,NA,NA,NA,NA,NA,NA,NA
"577","Bartonellabacilliformis",NA,NA,NA,NA,NA,NA,NA,NA
"578","Beduinimassiliensis","","Gram-","",NA,NA,NA,NA,NA
"579","Belliellaaquatica",NA,NA,NA,NA,NA,NA,NA,NA
"580","Belliellabaltica",NA,NA,NA,NA,NA,NA,NA,NA
"581","BelliellabalticaDSM15883",NA,NA,NA,NA,NA,NA,NA,NA
"582","Berryellaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"583","Berryellawangjianweii",NA,NA,NA,NA,NA,NA,NA,NA
"584","Bianquearenquensis",NA,NA,NA,NA,NA,NA,NA,NA
"585","BifidobacteriumadolescentisATCC15703","Anaerobe","Gram+","Nonmotile",1709,NA,NA,NA,NA
"586","BifidobacteriumadolescentisJCM15918","Anaerobe","Gram+","Nonmotile",1970,NA,NA,NA,NA
"587","Bifidobacteriumangulatum","Obligate anaerobe","Gram+","Nonmotile",1689,NA,37,NA,NA
"588","Bifidobacteriumanimalis","Obligate anaerobe","Gram+","Nonmotile",NA,NA,37,7,NA
"589","Bifidobacteriumanimalissubsplactis",NA,NA,NA,NA,NA,NA,NA,NA
"590","Bifidobacteriumapousia",NA,NA,NA,NA,NA,NA,NA,NA
"591","Bifidobacteriumapri",NA,NA,NA,NA,NA,NA,NA,NA
"592","Bifidobacteriumbifidum","Anaerobe","Gram+","Nonmotile",NA,NA,37.4,7.09,NA
"593","BifidobacteriumbifidumATCC29521JCM1255DSM20456","Anaerobe","Gram+","Nonmotile",1928,NA,NA,NA,NA
"594","BifidobacteriumbohemicumDSM22767",NA,NA,NA,NA,NA,NA,NA,NA
"595","BifidobacteriumbreveDSM20213JCM1192","Anaerobe","Gram+","Nonmotile",1993,NA,NA,NA,NA
"596","Bifidobacteriumcallimiconis",NA,NA,NA,NA,NA,NA,NA,NA
"597","Bifidobacteriumcallitrichidarum",NA,NA,NA,NA,NA,NA,NA,NA
"598","BifidobacteriumcallitrichosDSM23973",NA,NA,NA,NA,NA,NA,NA,NA
"599","Bifidobacteriumcanis",NA,NA,NA,NA,NA,NA,NA,NA
"600","Bifidobacteriumcastoris",NA,NA,NA,NA,NA,NA,NA,NA
"601","Bifidobacteriumcatenulatum",NA,NA,NA,NA,NA,NA,NA,NA
"602","BifidobacteriumcatenulatumsubspkashiwanohenseJCM15439DSM21854","Anaerobe","Gram+","Nonmotile",2019,NA,NA,NA,NA
"603","Bifidobacteriumcebidarum",NA,NA,NA,NA,NA,NA,NA,NA
"604","Bifidobacteriumchoerinum",NA,NA,NA,NA,NA,NA,NA,NA
"605","Bifidobacteriumcholadohabitans",NA,NA,NA,NA,NA,NA,NA,NA
"606","Bifidobacteriumcolobi",NA,NA,NA,NA,NA,NA,NA,NA
"607","Bifidobacteriumcoryneforme","Obligate anaerobe","Gram+","Nonmotile",1439,NA,NA,NA,NA
"608","Bifidobacteriumdentium",NA,NA,NA,NA,NA,NA,NA,NA
"609","Bifidobacteriumeulemuris",NA,NA,NA,NA,NA,NA,NA,NA
"610","Bifidobacteriumfaecale",NA,NA,NA,NA,NA,NA,NA,NA
"611","Bifidobacteriumgallicum",NA,NA,NA,NA,NA,NA,NA,NA
"612","Bifidobacteriumgoeldii",NA,NA,NA,NA,NA,NA,NA,NA
"613","Bifidobacteriumlemurum",NA,NA,NA,NA,NA,NA,NA,NA
"614","Bifidobacteriumlongum","Anaerobe","Gram+","Nonmotile",NA,0,37,NA,NA
"615","Bifidobacteriumlongumsubspinfantis","Anaerobe","Gram+","Nonmotile",NA,NA,NA,NA,NA
"616","Bifidobacteriumlongumsubspsuillum",NA,NA,NA,NA,NA,NA,NA,NA
"617","Bifidobacteriumlongumsubspsuis",NA,NA,NA,NA,NA,NA,NA,NA
"618","Bifidobacteriummerycicum",NA,NA,NA,NA,NA,NA,NA,NA
"619","Bifidobacteriummiconis",NA,NA,NA,NA,NA,NA,NA,NA
"620","Bifidobacteriummiconisargentati",NA,NA,NA,NA,NA,NA,NA,NA
"621","Bifidobacteriummizhiense",NA,NA,NA,NA,NA,NA,NA,NA
"622","Bifidobacteriummoukalabense",NA,NA,NA,NA,NA,NA,NA,NA
"623","Bifidobacteriummyosotis",NA,NA,NA,NA,NA,NA,NA,NA
"624","Bifidobacteriumphasiani",NA,NA,NA,NA,NA,NA,NA,NA
"625","Bifidobacteriumplatyrrhinorum",NA,NA,NA,NA,NA,NA,NA,NA
"626","Bifidobacteriumpolysaccharolyticum",NA,NA,NA,NA,NA,NA,NA,NA
"627","Bifidobacteriumpongonis",NA,NA,NA,NA,NA,NA,NA,NA
"628","Bifidobacteriumporcinum",NA,NA,NA,NA,NA,NA,NA,NA
"629","Bifidobacteriumpseudocatenulatum","Anaerobe","Gram+","Nonmotile",NA,NA,37,NA,NA
"630","Bifidobacteriumpseudolongum",NA,NA,NA,NA,NA,NA,NA,NA
"631","Bifidobacteriumpseudolongumsubspglobosum",NA,NA,NA,NA,NA,NA,NA,NA
"632","Bifidobacteriumpullorum","Anaerobe","Gram+","Nonmotile",1805,NA,NA,NA,NA
"633","Bifidobacteriumpullorumsubspsaeculare",NA,NA,NA,NA,NA,NA,NA,NA
"634","Bifidobacteriumramosum",NA,NA,NA,NA,NA,NA,NA,NA
"635","Bifidobacteriumrousetti",NA,NA,NA,NA,NA,NA,NA,NA
"636","Bifidobacteriumruminantium",NA,NA,NA,NA,NA,NA,NA,NA
"637","BifidobacteriumsaguiniDSM23967",NA,NA,NA,NA,NA,NA,NA,NA
"638","Bifidobacteriumsaimiriisciurei",NA,NA,NA,NA,NA,NA,NA,NA
"639","Bifidobacteriumsamirii",NA,NA,NA,NA,NA,NA,NA,NA
"640","Bifidobacteriumsantillanense",NA,NA,NA,NA,NA,NA,NA,NA
"641","Bifidobacteriumscardovii",NA,NA,NA,NA,NA,NA,NA,NA
"642","Bifidobacteriumstellenboschense",NA,NA,NA,NA,NA,NA,NA,NA
"643","Bifidobacteriumsubtile",NA,NA,NA,NA,NA,NA,NA,NA
"644","Bifidobacteriumthermophilum",NA,NA,NA,NA,NA,NA,NA,NA
"645","Bifidobacteriumtissieri",NA,NA,NA,NA,NA,NA,NA,NA
"646","Bilifractorporci",NA,NA,NA,NA,NA,NA,NA,NA
"647","Bilophilawadsworthia",NA,NA,NA,NA,NA,NA,NA,NA
"648","Bittarellamassiliensis","0","Gram+","0",2676,NA,NA,NA,NA
"649","Blastococcusaggregatus",NA,NA,NA,NA,NA,NA,NA,NA
"650","Blastomonasnatatoria",NA,NA,NA,NA,NA,NA,NA,NA
"651","Blautiaargi",NA,NA,NA,NA,NA,NA,NA,NA
"652","Blautiabrookingsii",NA,NA,NA,NA,NA,NA,NA,NA
"653","Blautiacaecimuris",NA,NA,NA,NA,NA,NA,NA,NA
"654","Blautiacoccoides","Anaerobe","Gram+","0",4830,NA,NA,NA,NA
"655","Blautiafaecicola",NA,NA,NA,NA,NA,NA,NA,NA
"656","Blautiafaecis","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"657","Blautiaglucerasea",NA,NA,NA,NA,NA,NA,NA,NA
"658","BlautiahanseniiDSM20583","Anaerobe","Gram+","Nonmotile",3059,NA,NA,NA,NA
"659","Blautiahominis",NA,NA,NA,NA,NA,NA,NA,NA
"660","Blautiahydrogenotrophica","Anaerobe","Gram+","Nonmotile",NA,NA,NA,6.5,NA
"661","Blautiaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"662","Blautialiquoris",NA,NA,NA,NA,NA,NA,NA,NA
"663","Blautialuti","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"664","BlautialutiDSM14534","Anaerobe","Gram+","",NA,NA,NA,NA,NA
"665","Blautiamarasmi",NA,NA,NA,NA,NA,NA,NA,NA
